ISO Code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
GUM,0.0,0.35325,0.179,0.38058,0.40167,0.02442,0.0315,0.287,0.23942,0.45717,0.10308,-0.01458,0.15958,-0.08575,-0.08575,-0.00983,0.1195,-0.05075,-0.17033,0.08517,0.11933,0.06075,-0.10983,0.37975,0.33817,0.21383,0.09567,0.33442,0.2045,0.32258,0.42933,0.64733,0.1845,0.68775,0.90567,0.59508,0.44742,0.51933,0.72125,0.55433,0.40108,0.35358,0.24267,0.37,0.48733,0.3545,0.51058,0.53883,0.78692,0.71358,0.60892,0.72225,0.53275,0.39258,0.67367,0.59292,0.55608,0.52933,0.61117,0.5145,0.37767,0.37617,0.51883,0.78612
GUY,0.0,0.202,0.38825,0.32333,-0.054,-0.03642,-0.15325,0.27942,0.70342,0.22525,0.13458,0.15642,0.252,0.25725,0.37192,0.24408,0.423,-0.01033,-0.11617,0.68492,0.23742,-0.39508,0.06842,0.11408,-0.18283,-0.14758,-0.01967,0.26975,0.28242,0.37875,0.432,0.18075,0.32933,0.63,-0.1365,-0.05008,0.26808,0.88908,0.3855,0.08992,0.542,0.418,0.47983,0.28667,0.4065,0.86425,0.46383,0.71242,1.11475,0.4,0.36983,0.55325,0.58433,0.97992,0.84775,1.04458,0.79733,0.685,0.59525,1.07783,1.09233,0.65967,0.77642,0.66375
HKG,0.0,-0.333,0.29808,0.10142,0.02742,-0.15475,-0.24692,-0.34567,-0.02433,0.16458,0.154,-0.02558,-0.27025,0.08558,-0.14842,-0.02567,0.50067,-0.39642,-0.22933,-0.44,-0.3365,-0.39483,-0.17725,0.31158,-0.27817,-0.09217,-0.5275,0.267,-0.1125,0.024,0.09208,0.11333,-0.07925,-0.19233,-0.6055,-0.34425,-0.13742,0.53517,-0.2065,0.02683,0.21117,0.28533,-0.41717,-0.22117,0.18933,-0.5005,-0.18258,-0.04767,0.68842,0.34908,0.15208,0.3185,0.54917,0.36758,0.198,0.0075,0.48658,0.52225,-0.14783,0.30175,0.09442,-0.28125,0.16758,0.64096
HMD,0.0,1.42472,0.91114,0.65272,0.91272,1.06739,0.9463,0.57864,0.83714,0.62055,1.17539,0.96772,0.4828,0.37722,0.25247,0.4648,0.78914,0.45872,1.1978,0.64264,0.88747,1.0303,0.73014,1.07764,1.01939,1.09055,0.73805,0.8853,1.10339,0.87705,1.20014,1.04872,0.86214,0.80814,0.8448,0.74264,0.99697,1.14955,0.93564,1.3333,1.17205,1.64805,0.98322,1.00997,1.0388,1.24139,1.1828,1.39422,1.42272,1.07222,1.30164,1.26514,1.26755,1.66747,1.43455,1.3288,1.22505,1.02155,1.49689,1.01822,1.52722,1.16422,1.47372,1.61039
HND,0.0,0.60867,0.56383,0.90525,0.42392,0.4875,0.14125,0.686,1.00492,0.77125,0.53083,0.60092,0.33683,0.42375,0.61158,0.66958,0.41892,0.3915,0.21433,0.81575,0.41725,0.38083,0.8275,0.74058,0.27483,0.4995,0.30308,0.82333,0.7555,0.8135,0.79758,0.52517,0.80592,1.2535,0.51033,0.651,0.57833,0.94283,0.9,0.54517,0.83833,0.96633,1.09042,0.92083,1.30467,1.461,0.80817,1.4685,1.72808,0.84767,0.7825,0.78358,1.06142,1.17758,1.09275,1.25525,1.21875,1.01225,0.73667,1.14742,0.8745,1.10308,0.88942,1.36117
HRV,0.0,0.05092,-0.5425,-0.81492,-1.60675,-1.12225,-2.01075,-0.7325,-0.51333,-0.77308,-0.58708,-0.23842,-1.592,-1.37983,-1.35767,-1.507,-0.47792,-0.69217,-0.85275,-1.335,-1.11942,-1.03675,-0.93592,-1.18175,-0.68492,-0.4815,-1.3885,-0.50367,-1.66342,-0.65242,-1.74483,-0.92158,-0.50817,-0.49525,-1.23608,-1.27825,-1.02608,-1.03142,-0.44017,-0.334,0.00433,-1.09683,0.119,-0.4985,0.67992,-0.54833,-1.30433,-0.60267,-0.32917,-0.11358,0.79633,-0.01908,0.46883,0.13692,-0.51067,-1.05383,-0.18842,0.63642,0.547,0.445,-0.46925,0.32508,0.54342,1.15892
HTI,0.0,0.2355,0.57942,0.76,0.42017,0.04908,0.20842,0.60325,0.7245,0.88017,0.82108,0.56958,0.51083,0.55308,0.588,0.37475,0.55275,0.607,0.572,0.83125,0.48783,0.25317,0.4825,0.62075,0.23767,0.4445,0.36175,0.79817,0.74683,0.566,1.07033,0.79533,0.80217,1.09158,0.55167,0.55825,0.70292,0.99192,0.92492,0.69617,0.98242,0.8935,0.71133,0.65908,1.14475,1.14375,0.69558,1.58533,1.43492,0.88967,0.63808,1.05325,1.28917,1.37383,1.21717,1.22008,1.26175,1.32775,0.96667,1.18467,1.04183,0.98308,1.08458,1.07106
HUN,0.0,0.317,-0.56275,-0.59858,-1.56975,-1.11792,-1.97825,-0.46308,-0.41392,-0.54875,-0.43925,-0.055,-1.35292,-1.31192,-1.36967,-1.59083,-0.12942,-0.35775,-0.45958,-1.13133,-1.03325,-0.68833,-0.49042,-0.9265,-0.29125,-0.15775,-1.10608,-0.382,-1.50367,-0.40892,-1.78325,-0.6215,-0.49358,-0.06467,-0.843,-1.58783,-0.9035,-1.14242,-0.45617,-0.04642,0.24017,-1.0,0.31617,-0.55925,0.86525,-0.37742,-1.32317,-0.80825,-0.31833,-0.02517,1.02017,-0.15642,0.75192,-0.08225,-0.36867,-0.73758,-0.05108,1.02708,0.85092,0.70092,-0.33233,0.19683,0.6135,1.62133
IDN,0.0,0.427,0.42408,0.37467,0.16175,0.00642,0.018,0.29808,0.515,0.33675,0.37492,0.11742,0.13517,0.18433,0.18125,0.0475,0.28967,0.18083,0.29683,0.45883,0.40592,0.13867,0.40767,0.56758,0.24283,0.24425,0.12658,0.24825,0.33083,0.40575,0.376,0.37667,0.2875,0.58408,0.119,0.33983,0.40292,0.71408,0.59642,0.39975,0.58358,0.42092,0.51592,0.48458,0.43,0.57542,0.56075,0.71767,1.1005,0.47925,0.536,0.6755,0.87475,0.79125,0.78058,0.7995,0.7275,0.63883,0.411,0.80075,0.88275,0.548,0.66783,0.81275
IMN,0.0,-0.21658,-0.25125,0.668,-0.1185,-0.00067,-0.266,0.63433,0.03392,1.10192,0.35408,0.41133,-0.65658,-0.83558,0.13192,-0.42358,0.04667,0.195,0.02067,-0.17308,0.19858,0.6,-0.08158,0.26383,0.13533,0.564,0.487,0.12358,0.0,-0.64025,0.09575,-0.138,0.40767,0.53167,0.44183,-0.46083,-0.64975,-0.30317,0.465,0.98158,1.08942,0.29708,0.47567,-0.0015,0.447,1.00667,-0.09725,1.10783,0.93875,1.09233,0.82767,0.54142,1.09425,1.14475,1.16617,1.14642,1.39375,1.37917,0.80675,0.86492,-0.32667,1.27875,0.48,-0.19954
IND,0.0,0.56133,0.70617,0.90225,0.50783,0.29283,0.24033,0.36708,1.017,0.6075,0.62783,0.15592,0.22542,0.43642,0.41117,0.43158,0.77925,0.33275,0.20542,0.84183,0.41475,-0.02533,0.61283,0.72725,0.51642,0.20283,0.54025,0.62958,0.348,0.89425,0.93375,0.56908,0.55892,0.27867,0.52575,0.827,0.63517,1.12975,1.06842,0.503,0.51883,0.65242,0.56358,0.74933,0.63708,0.77042,0.77758,0.388,1.09608,1.0005,0.83867,0.92258,1.25367,0.99058,0.97525,0.83608,1.07275,0.99058,0.74667,1.48733,1.3915,0.75625,0.9815,1.75392
IRL,0.0,-0.23208,-0.08458,0.55775,-0.02383,0.16775,-0.05667,0.60025,0.238,0.95108,0.21158,0.34925,-0.39742,-0.67358,0.28917,-0.39292,0.1695,0.02958,0.127,-0.12908,0.14175,0.62475,-0.22225,0.35483,0.01683,0.60183,0.39975,0.15042,0.18675,-0.56933,0.0835,0.12908,0.38492,0.61767,0.32275,-0.35117,-0.7285,-0.02317,0.4035,0.83392,0.85083,0.36333,0.32717,0.17975,0.423,1.05708,0.12933,1.22167,0.99767,0.99633,0.66892,0.56125,0.95883,1.06058,0.97725,1.11392,1.19233,1.38083,0.69692,0.69542,-0.20367,0.88358,0.574,0.51292
IRN,0.0,0.66733,0.64342,0.821,0.75675,1.31467,0.65875,-0.04467,1.29642,0.58425,0.98492,0.8305,0.88917,1.35008,-0.0025,0.84375,1.49433,0.37125,0.63942,0.61408,1.54317,0.99258,-0.485,0.87775,0.08042,0.533,0.44408,1.37408,1.24242,1.29983,1.42,1.50942,0.41792,1.05108,0.71908,1.2025,0.79183,1.48742,1.60333,1.08425,1.51758,1.12042,0.04092,0.83225,1.47717,1.49908,1.29758,1.39442,2.26108,2.24908,1.98325,2.565,2.23358,2.00633,2.24108,1.89783,2.30308,1.83158,1.99608,2.20067,3.18133,2.00658,2.05083,3.63217
IRQ,0.0,0.96592,0.989,0.11758,0.971,1.189,0.168,0.24333,0.96458,-0.02158,1.41575,0.62758,1.8405,1.01925,0.0615,0.86983,1.76642,-0.23417,0.70383,1.0795,1.29092,0.50817,-0.13458,0.72833,0.342,0.50167,0.2585,0.90667,1.095,1.97392,1.06583,1.10725,-0.12658,0.22308,0.53025,0.89125,1.01258,1.29592,0.74683,1.02667,1.22975,0.96858,-0.62592,0.59133,1.33067,1.11925,1.702,0.60942,2.14367,2.18158,1.67708,2.20533,1.58383,1.64767,1.46717,1.38433,1.59258,1.70325,1.80642,1.68633,3.33858,1.2815,2.11717,2.92875
ISL,0.0,-0.66883,-0.41383,0.55783,-0.07167,-0.40925,0.33408,0.02675,-0.111,0.29733,0.71783,0.15033,-0.33633,-0.28058,0.59617,-0.41533,-0.76217,-0.83925,-0.9595,-1.20667,-0.77025,-0.49908,0.74433,-0.75283,0.51658,-0.48483,0.26567,-0.26192,-0.11892,-1.57942,-0.02025,-1.212,-0.50925,-1.03575,0.20575,-0.44342,-0.3085,0.6935,-0.62708,-0.47267,-0.07875,0.68658,-0.08442,-0.15025,-0.26917,-0.78525,0.466,0.37017,-0.24575,-0.01125,0.24975,0.51142,0.81233,1.48733,1.09492,0.34683,0.829,0.70792,0.45942,0.6105,0.82292,0.46192,0.60992,1.06675
ISR,0.0,0.56742,0.68092,-0.25833,0.37333,0.8545,0.06858,0.09925,0.52542,-0.5045,1.01342,-0.09292,1.08133,0.89492,-0.38467,0.22558,0.79933,-0.62883,0.27367,0.62583,0.35892,-0.06042,-0.18008,0.07375,-0.01642,-0.04342,-0.10117,0.22592,0.4825,0.948,0.331,0.30967,-0.3915,-0.50917,0.02067,0.50642,0.28842,0.24208,0.3505,0.19225,0.42008,0.31217,-0.68108,0.26567,0.79058,0.33358,0.81833,0.11342,1.25667,1.18242,0.52067,1.22,1.01858,0.90425,0.78075,0.728,0.69942,0.99183,1.22033,1.12167,2.60142,0.6215,1.29633,1.51262
ITA,0.0,-0.36808,-0.45133,-0.67125,-1.26467,-0.68167,-1.65175,-0.66433,-0.56058,-0.62317,-0.63975,-0.142,-1.05458,-1.108,-0.72125,-1.257,-0.672,-0.57533,-0.86733,-1.083,-0.872,-0.92367,-0.99575,-0.91408,-0.905,-0.77542,-1.20942,-0.67383,-1.33892,-0.81442,-1.473,-0.93583,-0.27267,-0.52425,-1.22625,-0.65425,-0.57975,-0.53608,-0.20492,-0.38342,0.00433,-0.85908,-0.13083,-0.30292,0.57225,-0.4785,-0.70558,0.12625,-0.05025,0.05042,0.41292,0.24167,0.22142,0.58433,-0.15275,-0.684,0.07475,0.36075,0.16867,0.34033,-0.38767,0.46058,0.36642,0.45242
JAM,0.0,0.41908,0.63783,0.79367,0.42033,0.31958,0.31167,0.52333,0.77925,0.60942,0.74092,0.76133,0.39442,0.39483,0.68292,0.54367,0.4595,0.46342,0.4715,0.81958,0.42767,0.37608,0.68333,0.78725,0.31075,0.54175,0.57408,0.835,0.67092,0.61733,0.93983,0.65658,0.93733,1.12342,0.63233,0.51483,0.59792,1.13983,1.013,0.71542,1.01725,0.96483,0.99742,0.8,1.188,1.17092,0.75183,1.47617,1.51258,0.81267,0.74642,0.98008,1.27775,1.34283,1.18083,1.112,1.31117,1.29092,0.8985,1.13717,0.79825,0.91758,1.16208,1.40233
JEY,0.0,-0.25808,-0.25783,0.00083,-0.40475,-0.06175,-0.91733,0.29758,-0.1615,0.81142,0.1045,0.49642,-0.84883,-1.40583,-0.29242,-0.64158,0.26733,-0.06342,-0.21917,-0.03183,-0.15825,0.00892,-0.49058,-0.0935,-0.08033,0.20583,0.35517,-0.13517,-0.27433,-0.62158,-0.38417,-0.02808,0.45208,0.35933,0.15958,-0.51092,-0.8125,-0.52133,0.39292,1.15008,1.12717,-0.31875,0.23958,-0.02167,0.87133,0.97775,-0.19242,0.88933,0.63683,1.13592,0.70967,0.66708,1.03575,1.02617,0.741,0.84075,0.97792,1.01833,0.55225,0.52325,-0.2485,1.28642,0.435,-0.40571
JOR,0.0,0.6275,0.74383,-0.24058,0.49333,0.92642,0.01267,0.08558,0.50525,-0.54008,1.06942,-0.06608,1.30133,0.9435,-0.37883,0.35083,0.91958,-0.75667,0.29,0.73525,0.44317,-0.0695,-0.28517,0.09658,-0.02267,-0.12958,-0.17133,0.31008,0.59567,1.10708,0.44383,0.36875,-0.55025,-0.48317,-0.04375,0.51483,0.34058,0.49542,0.40983,0.3525,0.52042,0.39058,-0.79625,0.27875,0.86442,0.44675,1.02083,0.08342,1.37242,1.22,0.64408,1.32967,0.92167,0.93025,0.85408,0.73625,0.77217,1.03858,1.17158,1.09733,2.82683,0.71333,1.41908,1.91796
JPN,0.0,-0.44283,-0.64983,-0.62483,-0.3655,0.1395,-0.57008,-0.53417,-0.0195,0.36867,0.01033,0.456,-0.12333,-0.29625,-0.23975,-0.90158,-0.45508,-0.32317,-0.39908,-0.7405,-0.6605,-0.60608,0.00267,-0.17475,-0.799,-0.2525,-0.842,-0.39125,-0.08417,0.25308,-0.79442,-0.96008,-0.25317,-0.46758,-0.92958,-0.30817,-0.89808,-0.04567,-0.62183,0.32225,1.00108,0.19367,-0.10525,-0.53433,0.64025,-0.11408,-0.50667,0.16292,0.65525,0.49058,0.24433,-0.1395,0.24783,-0.0825,0.84617,-0.03358,0.16758,0.60267,0.28542,0.34433,0.62608,0.14825,-0.02383,0.37525
KAZ,0.0,1.05217,0.61783,1.28508,-0.29358,1.78917,0.57583,1.11433,1.07167,0.22717,0.05142,2.09017,2.26217,2.41,0.70717,1.96875,1.51283,1.65617,1.12458,-0.54367,1.27958,2.05775,0.08925,1.81867,0.98883,2.26017,0.17975,1.81025,1.77275,1.85217,1.43933,2.44783,1.99017,3.39267,0.58492,1.23033,1.41983,1.25867,2.11025,2.24958,2.28833,2.20358,1.54225,0.43483,1.26908,3.06792,0.83342,2.79792,1.9815,2.70808,2.494,2.54567,3.03417,1.864,3.12558,2.73142,2.60242,2.88775,2.7615,2.11467,2.44258,1.42883,1.808,4.66983
KEN,0.0,0.04425,0.44425,0.42058,0.16233,0.18342,-0.16192,0.102,0.4,0.352,0.15033,0.27417,0.05667,-0.00033,-0.18058,0.03183,0.27108,0.191,-0.36575,0.33325,0.28483,-0.08892,0.45175,0.538,0.08325,0.204,0.36792,0.385,0.13042,0.29575,0.777,0.3755,0.414,0.83058,0.34667,0.22417,0.47417,1.07033,0.71483,0.07625,0.187,0.42617,0.4635,0.33617,0.5795,0.52992,0.50758,0.61933,0.64558,0.62517,0.77125,0.51292,0.71633,0.91292,0.92167,1.18825,0.87467,0.84333,0.70433,1.28267,1.01583,1.02033,0.98,0.98983
KGZ,0.0,0.18342,0.45675,0.775,-0.35242,1.22725,1.15858,0.02483,1.08433,0.65717,0.38625,1.30892,0.97142,1.81042,0.07758,1.471,1.1195,0.55492,0.88058,-0.25058,1.14958,1.55175,-0.25242,1.45783,0.2645,0.84917,0.38358,1.315,1.24533,1.18292,1.88283,1.5155,1.12558,1.8165,0.315,1.20483,1.18083,1.37958,1.708,0.72258,1.86742,1.15833,1.09575,0.49117,1.12775,1.42517,0.78958,2.24892,1.76817,1.97533,2.10575,2.156,2.084,1.41733,2.40425,1.89308,2.29233,2.42825,1.95258,1.72417,1.97075,1.57658,0.95192,3.63812
KHM,0.0,0.04642,0.12608,0.31133,0.1545,-0.11758,-0.26508,0.18133,0.41717,0.51508,0.38317,0.18725,-0.08992,-0.10675,0.22492,0.132,0.59083,-0.1345,0.21967,0.47617,0.21933,-0.42533,0.20367,0.43967,-0.05683,0.01225,-0.14158,0.13033,0.23775,0.45833,0.41783,0.276,0.15858,0.40533,0.0125,0.17942,0.01758,0.57742,0.3275,0.17342,0.47008,0.41217,0.28125,0.119,0.33383,0.29117,0.04958,0.43008,1.16758,0.0455,0.26792,0.45658,0.76617,0.51017,0.39017,0.60075,0.62467,0.45258,0.10783,0.4635,1.086,0.21425,1.017,1.47038
KIR,0.0,0.99717,0.76558,0.43417,0.09025,-0.09192,-0.1045,0.64783,0.78817,0.66567,0.41858,0.4695,0.34192,0.74267,0.1115,0.36975,0.73958,0.59308,0.54017,0.90517,0.43417,-0.1345,0.53758,0.306,0.292,0.07808,0.23608,1.02517,0.6555,0.74483,0.94083,0.61967,0.97375,0.88833,0.51058,0.4915,0.85558,1.28017,0.61492,0.36825,0.7595,1.04692,0.97117,0.82242,0.93092,1.14975,1.03733,1.18017,1.14983,0.61925,0.76308,1.07608,1.34175,1.45092,1.3675,1.49792,1.43983,0.97925,0.64483,1.35,1.2155,0.8445,1.02233,1.23521
KNA,0.0,0.47583,0.67467,0.78442,0.37892,0.51183,0.35008,0.63625,1.05783,0.84942,0.93742,0.67383,0.67083,0.84775,0.68483,0.36567,0.53442,0.2895,0.36842,0.83658,0.68192,0.327,0.49542,0.794,0.25317,0.2945,0.18267,0.78108,0.79525,0.60058,1.07608,1.00975,0.598,1.01417,0.56908,0.5635,0.64533,1.1935,0.8775,0.61342,0.87342,0.81842,0.84008,0.92233,0.92792,1.31783,0.84983,1.19958,1.52083,1.04583,0.798,1.18975,1.30442,1.43958,1.05183,1.51942,1.39892,1.48917,0.91675,1.24108,1.68858,1.19575,1.37967,1.19025
KOR,0.0,-0.11125,-0.36033,-0.18308,-0.08442,0.05192,-1.21183,-0.9405,-0.08092,0.50067,0.39983,0.53933,-0.25583,-0.85067,0.2485,-0.58683,-0.31542,-0.29342,-0.38325,-0.89158,-0.62842,-0.41925,-0.20583,0.09275,-0.95133,0.27533,-0.6195,0.02167,0.46817,0.33608,-1.07608,-0.86542,0.13017,0.02433,-0.53708,-0.1625,-0.73775,0.01958,-0.11342,0.61217,0.88983,0.06825,0.26408,-0.36775,1.14075,-0.01242,-0.17467,0.47917,1.30958,0.69375,0.23567,0.50292,0.4775,0.30692,1.02542,0.017,0.56367,0.95325,0.68825,0.60967,0.30008,0.02383,0.052,1.42083
KWT,0.0,0.94808,0.87508,0.27858,0.843,0.8245,0.10808,0.09458,0.76067,-0.063,1.07892,0.36267,1.53625,0.842,-0.06983,0.92308,1.53275,-0.1715,0.712,1.06458,1.03942,0.44767,-0.24933,0.78858,0.37942,0.39108,0.34683,0.95417,0.85508,1.55342,1.053,1.07492,0.10517,0.178,0.5055,0.74025,0.82467,1.40225,0.9785,0.68233,1.14075,0.73075,-0.3175,0.744,1.2245,0.87392,1.71008,0.698,2.05292,2.219,1.75825,2.03692,1.76892,1.87875,1.53758,1.37008,1.69683,1.71308,1.64875,1.83533,3.02083,1.46967,2.05775,2.65554
LAO,0.0,-0.04633,0.21617,0.37558,0.2555,-0.24008,-0.10292,0.35375,0.18275,0.37667,0.34192,0.25983,-0.163,-0.10825,0.05117,0.25692,0.76433,-0.2395,0.07575,0.354,0.21708,-0.5705,0.13892,0.30275,-0.20658,0.041,-0.24825,0.03492,0.085,0.4855,0.51108,0.25283,0.09825,0.08692,-0.03575,0.048,-0.02683,0.57975,0.2215,0.04725,0.28583,0.48808,-0.05967,-0.00117,0.28942,0.17433,-0.07,0.34642,1.09733,0.16558,0.06367,0.38358,0.44892,0.56042,0.09225,0.54625,0.634,0.43925,-0.13992,0.594,1.16267,-0.16083,1.13617,1.61375
LBN,0.0,0.471,0.608,-0.5135,0.45308,1.014,-0.00442,0.178,0.55325,-0.44225,1.14208,0.068,1.1675,0.81667,-0.36108,0.20542,0.94992,-0.67492,0.38333,0.57775,0.56733,0.0185,-0.35142,0.1,0.08417,-0.00483,-0.21625,0.24175,0.55858,0.91367,0.18933,0.4525,-0.3705,-0.37917,0.07808,0.56008,0.41667,0.21675,0.275,0.41133,0.48933,0.41958,-0.774,0.231,0.969,0.40958,0.80492,0.03633,1.30642,1.28625,0.68208,1.3675,0.98183,0.85875,0.779,0.6975,0.61908,1.05992,1.26192,1.157,2.57358,0.56642,1.29383,1.483
LBR,0.0,0.1335,0.187,0.242,-0.09833,-0.018,-0.14908,0.16042,0.2495,0.26592,0.29733,0.21,0.11983,0.40983,0.09475,-0.02067,0.265,-0.02267,0.20575,0.40667,0.46167,-0.04183,0.25642,0.64117,0.1725,0.01325,-0.15825,0.40508,0.30608,0.57892,0.47583,0.45092,0.22317,0.592,0.46342,0.29617,0.16117,1.00867,0.63483,0.51992,0.56242,0.52575,0.33675,0.51342,0.40175,0.62958,0.67708,0.6715,1.14083,0.5705,0.54058,0.83433,0.91692,1.06775,0.96433,0.97175,0.864,0.97067,0.97825,1.17483,1.21358,0.9215,0.67642,0.99483
LBY,0.0,0.81383,0.83983,0.41033,0.17642,1.4285,0.20733,0.52217,0.91242,0.24817,1.25342,-0.06333,0.74733,1.14617,0.36992,0.23417,0.63183,0.16975,0.58392,1.2535,0.37267,0.32717,0.76967,0.26433,0.25417,0.27225,0.43375,0.63567,0.53008,0.9035,0.48842,0.72833,0.5285,0.32092,0.621,0.80292,0.66108,0.92367,1.23333,0.77433,1.21975,0.73692,0.51658,1.1215,0.93483,1.06825,1.242,1.16525,1.39508,1.81233,0.95383,1.53192,1.52817,1.48775,1.39717,1.37542,1.43383,1.44458,1.59308,1.49858,2.63467,1.10708,1.38942,2.43275
LCA,0.0,0.42925,0.79183,0.69367,0.36317,0.46358,0.33867,0.41125,0.95933,0.68442,0.8265,0.64617,0.7,0.82225,0.54375,0.48533,0.598,0.33692,0.35942,0.95292,0.647,0.28333,0.56542,0.66825,0.30667,0.26417,0.16033,0.64008,0.75083,0.71883,0.994,0.97525,0.64417,0.85983,0.50525,0.397,0.51375,1.21883,0.85575,0.58867,0.81542,0.75983,0.77567,0.92008,0.81292,1.16542,0.84775,1.11475,1.48467,1.00125,0.75108,1.09392,1.1355,1.28033,1.05058,1.53133,1.36483,1.25592,0.88133,1.16767,1.67858,1.21283,1.25158,1.13817
LIE,0.0,-0.143,-0.7635,-0.21725,-1.17,-1.04483,-1.85867,-0.32075,-0.50467,0.07308,-0.46758,0.41808,-1.49425,-1.44133,-0.51442,-1.35858,-0.33458,-0.2585,-0.75575,-1.01392,-1.02583,-0.57783,-0.74142,-0.86875,-0.206,-0.23883,-0.48875,-0.11808,-1.11442,-0.56892,-1.24558,-0.61733,0.07625,0.169,-1.00167,-0.91892,-0.5815,-0.74342,0.20733,0.44708,0.48175,-0.5025,0.47517,-0.10167,1.20208,-0.10092,-0.94875,0.35775,0.22833,0.11058,0.89325,0.15292,0.82817,0.68917,-0.00508,-0.4225,0.50567,0.84375,0.50675,0.458,-0.58767,1.12758,0.44058,0.56688
LKA,0.0,0.04117,0.29692,0.27617,0.064,-0.08575,-0.10508,0.15183,0.46933,0.34158,0.06433,0.04067,0.11475,0.13283,0.26583,0.11475,0.44658,0.0885,0.16167,0.4405,0.23875,-0.13158,0.18842,0.48158,-0.07967,-0.0035,0.17683,0.26508,0.35083,0.58717,0.68067,0.36092,0.43258,0.85283,0.108,0.376,0.44133,0.8655,0.63925,0.31708,0.55458,0.58583,0.29567,0.39325,0.39108,0.61333,0.42542,0.6835,1.17908,0.38708,0.49558,0.68892,0.82175,0.82325,0.63217,0.74967,0.59783,0.58233,0.467,0.77125,0.90933,0.695,0.97567,1.20096
LSO,0.0,-0.57942,-0.00333,-0.32342,-0.53742,-1.01917,-0.41967,-0.1325,0.09033,-0.25483,-0.10175,0.092,0.27317,-0.17133,-0.23592,-0.04983,0.28225,-0.24567,-0.46067,0.33925,0.28542,-0.20175,-0.08883,-0.15275,-0.33842,-0.441,-0.57325,0.27733,-0.12417,0.24517,0.10783,-0.50025,0.32575,0.84092,0.31958,0.6355,0.44783,0.52608,-0.01933,-0.16842,0.146,0.35175,0.88883,0.6315,-0.0985,0.24475,-0.34558,-0.048,0.54108,0.98092,0.05267,0.33217,0.38608,0.68358,0.56167,0.57525,-0.09775,0.52408,0.4265,0.25592,0.90558,0.02567,0.38525,-0.22763
LTU,0.0,-0.06342,-0.93275,0.05233,-0.68792,-0.74525,-1.93658,0.4485,-0.65125,0.43,-0.27525,0.795,-0.9405,-1.1805,-0.56775,-1.2755,-0.42058,0.42817,-0.55917,-1.76208,-1.06692,0.23625,0.30125,0.10642,0.52867,1.54567,-1.46108,-0.31875,-1.10342,-0.83592,-1.33833,-0.06975,0.234,1.02375,0.15317,-1.61233,-0.51483,-1.94592,0.17425,1.65083,1.51175,0.62492,1.00158,-0.22492,0.34275,0.54067,-1.06108,0.26008,0.1865,1.21158,1.641,0.65375,1.23942,0.36367,0.36867,0.45433,0.95533,1.38733,1.70867,0.62942,-0.14083,1.16833,0.25692,1.33733
LUX,0.0,0.05917,-0.32992,0.2685,-0.65767,-0.66517,-1.41808,0.17375,-0.18242,0.8655,0.0725,0.617,-1.32692,-1.53808,-0.1975,-0.85908,0.11075,0.17525,-0.47817,-0.39825,-0.45167,-0.07133,-0.59042,-0.18867,0.229,0.21708,0.53025,0.1405,-0.74408,-0.70742,-0.68258,-0.25092,0.5395,0.43008,-0.32317,-1.02808,-0.53408,-0.79817,0.62642,1.03425,1.03083,-0.107,0.66375,0.09267,1.26208,0.78258,-0.9075,0.60692,0.43533,0.98225,1.23267,0.6465,1.15392,1.1405,0.423,0.748,1.17025,1.20158,0.56858,0.768,-0.42542,1.47192,0.54917,0.34017
LVA,0.0,-0.164,-0.80517,0.19092,-0.4545,-0.809,-1.79858,0.52242,-0.69467,0.57917,-0.27767,1.13158,-0.6605,-1.15467,-0.257,-1.04133,-0.7525,0.29733,-0.58942,-1.58833,-0.93283,0.29308,0.565,0.2475,0.79475,1.68642,-1.42,-0.34658,-1.13183,-0.58025,-1.00733,0.03033,0.241,1.01858,0.32492,-1.60175,-0.36658,-1.89625,0.37967,1.82933,1.55542,0.91967,1.14983,-0.13033,0.16825,0.79608,-0.80325,0.46183,0.2275,1.33867,1.72683,0.769,1.14733,0.507,0.56383,0.60425,1.20033,1.50867,1.91083,0.78908,-0.05917,1.475,0.27308,1.55213
MAR,0.0,-0.359,-0.06017,-0.13067,-0.53433,0.80858,-1.01925,-0.56783,0.05708,-0.28742,-0.09667,0.65575,0.05458,-0.17392,0.02258,-0.32608,-0.00183,-0.40933,-0.23467,-0.33108,0.01058,-1.04542,-1.358,-0.41542,-0.70333,-0.5405,-0.91808,-0.22017,-0.00017,-0.09258,0.10383,0.35925,-0.251,0.60217,-0.23892,0.35642,-0.16025,0.86175,0.25908,0.57742,0.74475,-0.33567,-0.26717,-0.45025,0.5075,0.83592,0.29542,0.84633,0.75975,0.41542,0.61217,1.281,0.75967,0.90308,0.53308,0.62783,0.84025,0.46675,0.42925,1.05783,1.48208,0.92592,0.71583,1.35233
