ISO Code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
MCO,0.0,-0.48525,-0.44558,-0.39183,-1.04183,-0.38617,-1.69383,-0.58083,-0.55558,-0.18467,-0.75725,0.19458,-0.96192,-1.33758,-0.35783,-1.0915,-0.44533,-0.28883,-0.76775,-1.13508,-0.78067,-0.60508,-0.92425,-0.57825,-0.60108,-0.63117,-0.68383,-0.74767,-1.10558,-0.52475,-1.12392,-0.5835,0.08083,-0.21025,-1.12492,-0.65875,-0.29867,-0.30908,-0.0595,0.2815,0.32133,-0.34567,0.08392,-0.26233,0.75558,-0.05742,-0.53542,0.55408,0.07525,0.17933,0.4155,0.39783,0.44617,0.91208,0.12425,-0.29558,0.64092,0.597,0.16025,0.61542,-0.59033,0.9095,0.43467,0.603
MDA,0.0,0.47633,-0.1245,-0.84883,-1.304,-0.51983,-1.88525,-0.017,-0.06783,-0.61317,0.316,0.17942,-0.15917,-0.88033,-0.78342,-1.19608,0.76225,-0.03942,-0.14692,-1.425,-0.08433,-0.29192,-0.24042,-0.76675,-0.26292,0.7345,-1.43117,-0.22167,-1.04642,-0.01917,-1.49533,-0.09342,-0.18742,0.42975,-0.4655,-1.90092,-0.45433,-1.60942,-0.67442,0.88608,1.2505,-0.44183,0.12825,-0.75492,1.03908,-0.14717,-1.05175,-0.93442,-0.09308,1.00408,1.06492,0.37575,0.916,-0.19667,0.27675,0.21758,-0.03325,1.73383,1.11933,1.10683,0.60058,0.24542,0.9625,2.33542
MDG,0.0,0.16608,0.31725,0.31,0.41408,0.192,0.10575,0.33033,0.39908,0.25875,0.18267,0.927,0.31858,0.03867,-0.01833,-0.16325,0.41225,0.64625,-0.02117,0.89375,0.61933,0.07658,0.32808,0.41325,0.062,0.07108,0.35575,0.679,0.66483,0.48342,0.512,0.42725,0.49442,0.75567,0.16792,0.37317,0.27942,0.86042,0.74825,0.42642,0.6175,0.82033,0.83467,0.94917,0.93792,0.97308,0.75625,0.94625,1.24675,0.91258,0.81367,1.08025,1.11083,0.98858,0.94633,1.11517,1.1545,1.14308,0.82558,1.112,1.3395,1.27017,0.81867,0.45283
MEX,0.0,-0.13917,-0.36942,-0.18525,-0.15825,-0.62317,-0.533,-0.152,-0.51167,-0.5055,-0.51017,-0.53283,-0.26342,-0.37733,-0.67042,-0.52225,-0.86708,-0.57342,-0.94067,-0.29792,-0.76667,-0.61642,-0.28175,-0.76058,-0.62525,-0.80742,-1.11108,-0.4155,-0.50125,-0.68775,-0.22108,-0.503,-0.20567,-0.58133,-0.74525,-0.65283,-0.40608,-0.80158,-0.52067,-0.29158,-0.29592,-0.41708,-0.60642,-0.31792,0.069,0.11392,-0.12458,-0.35817,0.275,-0.12825,-0.02467,-0.12375,-0.03175,0.07267,-0.33192,0.15675,0.16133,-0.17742,-0.1715,0.28933,-0.40383,0.34258,0.39567,0.96247
MKD,0.0,-0.12275,-0.13908,-1.281,-1.40892,-0.64392,-1.7495,-0.729,-0.50025,-1.46683,-0.47583,-0.508,-0.73442,-0.81733,-1.32125,-1.41492,-0.36725,-1.18242,-0.78467,-1.01908,-0.86392,-1.26758,-1.10083,-1.49375,-1.18367,-1.17192,-1.80517,-0.42075,-1.45825,-0.74075,-1.5595,-1.21633,-0.99083,-1.28483,-1.107,-0.97042,-0.8835,-0.797,-0.8095,-0.96083,-0.25333,-1.56667,-0.70775,-0.63592,0.4855,-0.97983,-1.04417,-1.09092,-0.5535,-0.14425,0.03092,-0.08058,-0.27,-0.34342,-0.4925,-1.00108,-0.7985,0.35467,0.373,0.09275,0.18992,-0.52725,-0.01317,1.70904
MLI,0.0,0.78783,0.2405,0.44392,0.13958,0.73342,0.46992,0.25575,0.89083,0.76717,0.57825,0.43375,0.50875,0.79358,0.54617,0.29358,0.85883,0.30733,0.64442,1.26042,0.99783,0.61092,0.66217,0.90642,0.18975,0.27483,-0.0265,0.92425,0.97867,1.06692,1.24592,1.01658,0.54417,1.38117,0.96217,0.89808,0.6235,1.74233,0.88517,0.87767,1.42558,0.96033,0.67067,1.071,0.48075,1.0085,1.35708,1.23842,1.59758,0.89708,1.25483,1.41533,1.531,1.5335,1.5305,1.63075,1.14242,1.30667,1.05442,1.54542,2.23158,1.54117,0.70633,2.0465
MLT,0.0,-0.53683,0.12217,-0.76925,-1.0875,-0.04342,-0.99742,-0.64958,-0.43617,-0.81367,-0.12983,-0.29375,-0.5115,-0.59925,-0.70992,-0.84817,-0.60225,-0.59842,-0.52392,-0.90075,-0.61933,-1.003,-0.88533,-0.67625,-0.89117,-0.75925,-1.26558,-0.27483,-1.01583,-0.53792,-1.24242,-0.79625,-0.13242,-0.62675,-0.87475,-0.2455,-0.4325,-0.09342,0.14392,-0.24392,0.34842,-0.62325,-0.38125,-0.16208,0.62433,-0.14058,-0.25092,0.18333,0.09775,0.62867,0.39583,0.69633,0.3385,0.54325,-0.04217,-0.33825,0.388,0.53658,0.60483,0.36592,0.45108,0.10017,0.61583,0.22404
MMR,0.0,0.11908,0.28475,0.39667,0.2805,-0.07858,-0.04775,0.23275,0.41125,0.14442,0.571,0.20583,0.14108,0.04575,0.24192,0.02492,0.58342,-0.00492,0.04817,0.32342,0.174,-0.297,0.31208,0.3195,0.04242,0.156,-0.04492,0.06508,0.22558,0.70358,0.50758,0.26592,0.11833,0.1635,0.239,0.17442,0.20633,0.53917,0.56125,0.27083,0.2505,0.33167,-0.17508,0.04483,0.33125,0.44317,0.29625,0.0585,0.96917,0.56808,0.11875,0.51517,0.48033,0.476,0.29617,0.769,0.62008,0.34758,0.36383,0.88925,1.04658,0.29725,0.92233,1.44079
MNE,0.0,-0.14725,-0.3165,-1.21375,-1.74967,-0.92767,-1.99833,-0.83708,-0.75367,-1.47725,-0.66592,-0.55708,-1.06158,-1.02358,-1.45958,-1.56492,-0.74192,-1.2125,-1.09767,-1.39567,-1.27567,-1.32575,-1.23617,-1.51042,-1.26075,-1.189,-2.02408,-0.73825,-1.70958,-0.91733,-1.94642,-1.35242,-0.873,-1.31658,-1.38967,-1.24533,-0.88792,-0.98617,-0.85517,-1.00433,-0.31608,-1.489,-0.61642,-0.77533,0.21383,-1.17508,-1.23508,-0.9865,-0.62783,-0.31,0.00267,-0.32342,-0.1415,-0.28042,-0.73742,-1.43292,-0.99783,0.03642,0.069,-0.096,-0.31425,-0.324,-0.02683,1.31171
MNG,0.0,0.12475,-0.55542,0.17792,-0.84692,0.20942,-0.91383,-0.55958,0.69258,0.07258,0.02833,0.48775,0.56225,1.27233,0.04042,0.95383,0.25892,-0.08275,-0.15808,-0.7705,-0.28792,0.1985,0.59058,0.96925,-0.15925,0.77783,-0.10717,0.48042,0.94925,1.09942,0.34225,0.22433,1.27933,0.69733,-0.59258,-0.1525,0.61442,0.51983,0.66158,1.49883,1.48717,0.94975,1.08658,0.61233,1.51842,1.57342,0.74225,2.08442,2.42183,1.92408,0.99992,1.57525,1.92083,0.87133,1.91558,0.68508,1.77683,2.9005,1.9405,1.38942,0.50625,0.73292,0.22867,3.63267
MNP,0.0,0.35325,0.179,0.38058,0.40167,0.02442,0.0315,0.287,0.23942,0.45717,0.10308,-0.01458,0.15958,-0.08575,-0.08575,-0.00983,0.1195,-0.05075,-0.17033,0.08517,0.11933,0.06075,-0.10983,0.37975,0.33817,0.21383,0.09567,0.33442,0.2045,0.32258,0.42933,0.64733,0.1845,0.68775,0.90567,0.59508,0.44742,0.51933,0.72125,0.55433,0.40108,0.35358,0.24267,0.37,0.48733,0.3545,0.51058,0.53883,0.78692,0.71358,0.60892,0.72225,0.53275,0.39258,0.67367,0.59292,0.55608,0.52933,0.61117,0.5145,0.37767,0.37617,0.51883,0.78612
MOZ,0.0,0.13467,0.32483,0.16233,0.333,0.06542,-0.02425,0.56508,0.425,0.35933,0.13583,0.52267,0.37408,-0.1265,0.0295,-0.20492,0.47742,0.37458,0.01108,0.59708,0.54883,0.14325,0.16133,0.33342,-0.06192,0.01525,0.08667,0.58975,0.36708,0.33775,0.3445,0.01883,0.35525,1.15642,0.45083,0.27017,0.36942,1.08092,0.67783,0.38883,0.79325,0.72533,1.33558,0.84008,0.63483,1.06908,0.68275,0.74483,1.216,0.67408,0.51283,0.8435,1.02075,1.01583,0.66517,1.42633,0.896,0.817,0.62308,0.67392,1.19833,0.89475,0.60217,0.08058
MRT,0.0,0.05875,-0.088,0.32267,-0.20033,0.81367,-0.04358,-0.15292,0.703,0.32675,0.36675,0.63017,0.49667,0.44658,0.55242,-0.01108,0.67575,-0.0345,0.27025,0.8235,1.05842,-0.05633,-0.11283,0.452,-0.24308,-0.0105,-0.6125,0.80683,0.69092,1.05658,0.92025,1.02458,0.27292,1.52967,0.46208,0.57117,0.19033,1.78625,0.64425,0.90625,1.22667,0.72408,0.64525,0.54867,0.60117,0.95025,1.22875,1.29025,1.66017,0.56317,1.04583,1.56867,1.3405,1.24908,1.3185,1.4425,1.14075,1.14217,1.08525,1.12158,2.06317,1.32317,0.71708,1.80025
MSR,0.0,0.50292,0.68117,0.82383,0.41425,0.57575,0.37883,0.62708,1.06142,0.858,0.92158,0.68142,0.71683,0.85617,0.66917,0.39383,0.57475,0.31308,0.3715,0.84442,0.69775,0.35533,0.52692,0.84425,0.30717,0.30175,0.22367,0.80525,0.82017,0.62308,1.09083,1.03267,0.64858,1.03608,0.55817,0.56258,0.66925,1.18533,0.90958,0.65108,0.89775,0.84717,0.86067,0.90567,0.89083,1.34175,0.92108,1.27125,1.57283,1.07975,0.8565,1.22008,1.32117,1.47708,1.10842,1.57067,1.42783,1.46833,0.92525,1.23217,1.712,1.23792,1.38392,1.22867
MTQ,0.0,0.40433,0.74533,0.71092,0.27925,0.54067,0.30275,0.38175,0.96017,0.69258,0.80508,0.55192,0.67542,0.80592,0.59617,0.41725,0.56058,0.297,0.3355,0.85717,0.62508,0.29133,0.529,0.69217,0.2895,0.23908,0.15325,0.62808,0.71775,0.64467,0.95533,0.88833,0.638,0.89875,0.45283,0.47675,0.56008,1.14975,0.8635,0.58067,0.83183,0.74658,0.821,0.84992,0.8265,1.17633,0.8345,1.15917,1.47,1.01525,0.7735,1.10417,1.13767,1.282,1.03167,1.52125,1.35058,1.29642,0.86667,1.1525,1.68883,1.18983,1.31433,1.12413
MUS,0.0,0.1765,0.1835,0.37458,0.42608,0.13883,0.00533,0.22417,0.26433,0.04533,0.08642,0.78425,-0.066,-0.22042,-0.24142,-0.10133,0.26383,0.35308,-0.16875,0.73875,0.38475,-0.06517,0.45533,0.36133,-0.275,0.20383,0.47492,0.78433,0.62267,0.57017,0.4985,0.45067,0.38492,0.34308,0.21167,0.283,0.32158,0.94867,0.76917,0.39367,0.47425,0.77158,0.44267,0.54467,0.79942,0.657,0.52475,0.731,1.0395,0.74108,0.63617,1.12408,1.02933,1.15067,0.88817,0.7895,0.95333,0.91792,0.82258,1.21842,1.30267,1.15592,1.00758,0.94596
MWI,0.0,0.43442,0.35242,0.465,0.56475,0.408,0.01917,0.69733,0.731,0.68375,0.41092,0.6065,0.4115,0.10117,0.23458,-0.02817,0.6805,0.53325,0.22925,0.76658,0.62017,0.25017,0.46925,0.51667,0.04933,0.28683,0.32975,0.8265,0.58225,0.56083,0.62358,0.28067,0.52742,1.4485,0.61075,0.29667,0.50358,1.31725,0.96233,0.52575,1.26917,0.87842,1.37925,0.92908,0.96908,1.29058,0.95225,1.02367,1.36683,0.67817,0.70333,0.98767,1.21292,1.22242,0.85483,1.80008,1.09108,1.08725,0.81142,1.00375,1.58958,1.30217,0.87633,0.25829
MYS,0.0,0.27967,0.26042,0.27967,0.08125,-0.0385,-0.11417,0.248,0.45667,0.21725,0.35217,0.13467,0.03933,0.11183,0.126,0.00833,0.26458,0.02158,0.1745,0.40733,0.28317,-0.06175,0.41033,0.44358,0.073,0.07917,-0.05617,0.18183,0.28258,0.34625,0.30017,0.296,0.26983,0.62375,-0.00675,0.21425,0.27658,0.60508,0.44725,0.19583,0.50867,0.42183,0.37633,0.30475,0.36692,0.42425,0.32867,0.64617,1.14475,0.33867,0.46117,0.58983,0.83525,0.6665,0.66575,0.73933,0.66742,0.58608,0.34383,0.73175,0.89642,0.53033,0.7125,1.06325
MYT,0.0,0.06717,0.3465,0.24833,0.31358,0.0145,-0.159,0.13383,0.37808,0.01117,0.15592,0.64783,0.16625,-0.11033,-0.094,-0.29608,0.381,0.33817,-0.19542,0.56742,0.38325,-0.27717,0.18733,0.2705,-0.20942,0.0135,0.09875,0.58492,0.30017,0.33767,0.33767,0.29025,0.55267,0.44242,-0.10067,0.15092,0.34792,0.70417,0.66908,0.12833,0.51258,0.53667,0.592,0.62075,0.82908,0.734,0.323,0.73158,1.09208,0.67592,0.34658,0.76533,1.11117,0.87925,0.74575,1.00325,0.8885,0.99383,0.65192,0.97525,1.18867,0.92583,0.70725,0.869
NAM,0.0,0.18558,0.55317,-0.064,-0.24983,-0.37725,-0.214,0.15833,0.14975,0.25767,0.30167,0.35842,0.31483,0.12908,0.06292,0.134,0.36058,-0.06008,-0.01283,0.40308,0.57217,0.13417,0.41008,0.58042,-0.504,0.0415,-0.48467,0.08308,-0.021,0.45075,0.22692,0.24,0.42383,0.77908,0.81475,0.36017,0.562,1.05142,0.6225,0.28708,0.90283,0.34675,0.90283,0.81433,0.51708,1.16625,0.39467,0.38417,1.24267,1.03192,0.58367,0.80317,1.11358,1.60683,1.20983,1.03992,-0.05217,0.74658,0.58708,0.54225,0.95825,-0.08358,0.361,0.83188
NCL,0.0,-0.68417,-0.09408,-0.35175,-0.40842,-0.26225,-0.399,-0.71133,-0.21758,-0.58558,-0.65608,-0.49375,-0.38017,-0.63333,-0.2405,-1.14433,-1.06667,-0.33325,-0.86808,-0.52633,-0.07167,-0.35275,-0.64208,0.45283,-0.27108,-0.08842,-0.286,-0.59475,-0.3485,-0.43075,-0.33783,-0.214,-0.57542,-0.02633,-0.13067,-0.12033,-0.32275,-0.39425,0.50792,-0.09467,0.15033,-0.40717,-0.31242,-0.48158,-0.59092,0.44483,0.34892,-0.07925,1.03633,0.28683,0.0205,0.23617,0.2065,-0.00083,0.10508,0.09792,-0.06842,0.48067,0.40075,0.01158,0.60592,0.268,-0.04917,0.11979
NER,0.0,0.90375,0.6025,0.60275,0.62517,0.66375,0.57458,0.67458,1.01375,0.66092,0.87617,-0.194,0.7785,1.21975,0.67217,0.432,0.67592,0.56083,0.76575,1.76342,0.70875,0.728,1.08158,1.12058,0.37658,0.4605,0.88683,0.3585,0.95108,1.15092,1.06983,0.819,0.85333,0.804,1.19167,0.925,1.18533,1.49575,1.05142,0.43075,1.31275,1.12383,0.44975,1.018,0.66525,1.16008,1.39267,1.39567,1.59233,1.53342,1.2405,1.38267,1.41433,1.56692,1.63625,1.90108,1.55575,1.67658,1.16608,2.11508,2.56458,1.75208,1.33742,2.49604
NGA,0.0,0.0815,0.02933,0.04458,-0.05533,-0.21492,-0.10367,-0.02642,0.30808,0.13408,0.14542,-0.3035,0.01692,0.40508,-0.04133,-0.005,0.10658,-0.07683,0.132,0.54267,0.2745,0.12417,0.21375,0.8,-0.07933,-0.1635,0.13792,0.21483,0.1105,0.42108,0.39167,0.13092,0.19767,0.35575,0.40708,0.28725,0.39525,0.94125,0.36583,-0.29583,0.69417,0.37133,-0.00833,0.43133,0.14683,0.49317,0.52267,0.47292,0.93992,0.65717,0.3615,0.42267,0.79225,0.757,0.8975,1.05258,1.12308,1.01808,0.65367,1.23092,1.33225,0.95025,0.73592,1.33387
NIC,0.0,0.562,0.43025,0.674,0.4405,0.34617,0.14833,0.77442,0.94192,0.72283,0.53908,0.49033,0.25592,0.42358,0.46175,0.59075,0.50675,0.26992,0.09075,0.67617,0.30292,0.21433,0.76142,0.69442,0.22833,0.31008,0.37017,0.84992,0.67475,0.66083,0.622,0.41117,0.69975,1.15792,0.453,0.52683,0.556,1.25808,0.83658,0.46725,0.86675,0.92225,1.04325,0.92325,1.17892,1.23375,0.72175,1.33883,1.70825,0.772,0.69333,0.722,0.97692,1.24425,1.09058,1.1505,1.24808,1.13508,0.7005,1.09367,0.93092,0.926,0.84392,1.18356
NIU,0.0,-0.38892,0.21867,-0.09483,0.17508,0.18608,-0.104,-0.16275,-0.19133,0.00958,-0.04892,0.10783,-0.24192,-0.26925,0.06767,-0.55958,-0.1425,-0.11742,-0.22267,-0.2095,0.1895,-0.17517,-0.06425,0.61733,0.23092,0.24075,-0.21458,-0.01892,-0.1,0.022,0.0935,-0.009,-0.11658,0.20033,0.22417,0.16692,0.01058,-0.25933,0.61817,0.20742,0.38117,0.31075,0.21675,-0.05242,0.02508,0.43533,0.436,-0.02967,0.52708,0.40592,0.5285,0.52983,0.70975,0.40983,0.56333,0.42225,0.1875,0.7125,0.34017,-0.16825,0.7345,0.70517,0.52833,0.77025
NLD,0.0,0.10875,-0.51025,0.37808,-0.51842,-0.63533,-1.31083,0.35717,-0.09025,0.71192,0.17133,0.4735,-1.28933,-1.59017,-0.30017,-0.74175,-0.0255,0.44033,-0.30342,-0.31975,-0.42183,0.0485,-0.48717,-0.005,0.27242,0.4075,0.31142,0.184,-0.50892,-0.96792,-0.38842,-0.21342,0.48292,0.50408,-0.15592,-1.02533,-0.63825,-0.81092,0.68383,1.07867,1.147,-0.10208,0.89883,-0.00583,0.98867,0.74133,-1.114,0.55608,0.66525,1.23283,1.25017,0.72567,1.16217,0.8465,0.77417,0.97033,1.438,1.53508,0.94125,0.85383,-0.58875,1.22267,0.58483,0.00317
NOR,0.0,-0.85925,-1.35167,0.64508,-0.15992,-1.45075,-1.05683,-0.19917,-1.08858,0.38983,-0.40375,0.10683,-1.438,-1.16717,-0.37808,-1.32192,-2.03242,-0.56842,-1.67158,-1.12575,-1.22817,-0.78992,0.39708,-0.561,0.64842,0.028,-0.70892,-0.9905,-1.43733,-1.458,-1.13058,-1.59092,-0.486,-0.31575,0.29992,-1.56308,-1.02617,-1.471,-0.59475,0.50858,1.08275,0.14975,0.31242,-0.56475,-0.51925,-0.47775,-0.72808,0.06,-0.51833,0.296,0.81317,-0.28125,0.387,0.29958,0.54117,0.82358,1.27292,0.76783,0.65875,0.40175,-1.19925,1.13517,0.15792,0.75163
NPL,0.0,0.63683,0.63442,0.89025,0.53675,0.18725,0.364,0.25575,1.10092,0.71725,0.66333,0.15733,0.0995,0.25467,0.55592,0.08575,0.7395,0.11775,-0.03617,0.74825,0.43533,-0.24283,0.42567,0.56033,0.57817,0.29925,0.48867,0.486,0.01267,0.7365,0.64808,0.25633,0.2425,-0.17033,0.62633,0.88942,0.28167,0.91925,0.90075,0.3845,0.62108,0.48375,0.42433,0.625,0.807,0.80208,0.80858,0.04067,0.9265,1.29333,0.62808,0.939,0.99742,0.819,0.90058,0.96492,1.40475,1.00583,0.75783,1.42575,1.46275,0.62942,0.76858,1.3
NZL,0.0,-0.54167,-0.21225,-0.23208,0.15575,0.35225,0.56675,0.05642,0.068,-0.17617,-0.06333,-0.08233,0.53117,-0.36817,-0.22383,-0.47367,-0.22308,-0.11358,-0.10675,-0.16867,0.53142,0.63375,-0.06175,0.31758,0.44575,0.34925,-0.47625,-0.48758,0.42475,0.23083,-0.01833,0.4345,-0.25267,-0.323,0.34583,0.4125,0.32525,0.41617,0.47542,0.66183,0.65133,-0.08367,-0.68183,-0.37975,-0.07575,0.20308,0.1255,-0.076,1.015,0.99425,0.49758,0.57308,0.37958,0.31225,-0.14258,0.75742,0.08583,0.46717,0.55367,0.03558,0.71775,0.54525,0.03892,0.4705
OMN,0.0,0.7895,0.62592,0.8425,0.86658,0.37475,0.46967,0.3985,0.87233,0.4685,0.639,0.75933,0.622,0.6165,0.21875,0.54833,0.63983,0.5115,0.42433,1.08217,0.92867,0.50008,0.57717,0.46075,0.58933,0.2925,0.64117,1.36142,0.97967,0.77583,1.10908,0.95792,0.47267,0.29083,0.24342,0.506,0.54283,0.97667,0.973,0.37083,1.14067,0.707,0.43508,1.06475,1.45225,1.01967,0.86975,1.04267,1.88292,1.809,1.61858,1.7795,1.69033,1.96517,1.82133,1.76992,1.741,2.05917,1.44808,2.03867,2.15483,1.84683,1.90775,1.89054
PAK,0.0,1.05417,1.22075,1.69667,1.0295,0.98667,0.88192,0.21,1.61908,1.22475,1.03692,0.68242,0.74475,1.55667,0.44742,0.80075,0.87017,0.65417,0.64742,1.33975,1.49492,1.27183,0.40575,1.04517,0.74075,0.42017,0.6805,1.49492,1.04883,1.06867,1.71683,1.51092,0.815,0.87842,1.18067,1.58833,0.94617,1.74242,2.11783,0.95558,1.682,1.20692,1.01408,1.75042,1.46867,1.3795,1.23942,1.04433,1.96833,2.16858,2.12808,2.236,2.33108,1.73767,2.44867,1.578,1.9425,1.9965,1.84075,2.217,2.3935,2.07383,1.50358,2.62646
PAN,0.0,0.51242,0.52125,0.66333,0.33767,0.1685,0.08,0.83925,1.05367,0.6705,0.51933,0.50625,0.42592,0.47192,0.56875,0.52433,0.60075,0.257,0.33467,0.74483,0.43983,0.04492,0.72658,0.59358,0.23533,0.16417,0.51092,0.74142,0.49717,0.67667,0.68392,0.6805,0.80375,1.27533,0.34567,0.44083,0.72283,1.24725,0.65283,0.55108,0.95,1.09275,1.13317,0.96167,1.03067,0.98275,0.693,1.43758,1.57208,0.44992,0.7365,0.6905,1.23167,1.27308,1.13058,1.10967,1.15642,1.08408,0.82533,1.29442,1.05383,0.73392,1.10717,1.24217
PER,0.0,0.4225,0.43917,0.677,0.21642,0.11292,-0.07283,0.68083,0.79008,0.56075,0.38525,0.5035,0.37025,0.56483,0.36917,0.68092,0.65658,0.38,0.36867,1.00483,0.55733,0.21925,0.948,0.5655,0.14533,0.19625,0.29392,0.59675,0.499,0.64917,0.74858,0.45942,0.68658,1.50492,0.5405,0.44775,0.5505,1.28325,0.66608,0.43317,0.64908,0.92025,1.25258,0.9185,0.94658,1.102,0.531,1.35258,1.59783,0.48375,0.64792,0.64175,0.952,0.90158,0.85908,0.86658,0.957,0.60767,0.64242,0.93908,1.0005,0.70008,0.876,0.39225
PHL,0.0,0.20483,0.23817,0.31692,0.26775,0.029,0.00517,0.31183,0.38217,0.29592,0.31233,0.16333,0.094,-0.04683,0.18692,0.0285,0.43142,0.04158,0.18158,0.48592,0.46917,-0.13242,0.23992,0.45642,0.09967,0.19383,0.03883,0.29233,0.13217,0.30008,0.23883,0.29792,0.21942,0.57125,0.13692,0.37067,0.25908,0.76975,0.65792,0.2,0.40017,0.26125,0.36933,0.31417,0.29917,0.29425,0.35575,0.44417,1.24725,0.39358,0.47758,0.57208,0.551,0.48267,0.55767,0.61217,0.64592,0.62983,0.34358,0.47658,0.82433,0.25375,0.61675,0.88458
PLW,0.0,0.45158,0.38833,0.53533,0.315,0.15817,0.04125,0.3515,0.46717,0.25625,0.40775,0.12183,0.19508,0.37925,0.12175,0.25092,0.36442,0.307,0.45408,0.44667,0.58467,0.31558,0.41242,0.619,0.43175,0.26458,0.40033,0.51342,0.36917,0.42533,0.40292,0.50742,0.4915,0.65875,0.58867,0.40275,0.71917,0.69133,0.657,0.55958,0.627,0.54967,0.48917,0.43467,0.56658,0.58417,0.65167,0.74817,0.9565,0.61642,0.64083,0.70867,0.75192,0.57967,0.839,0.66883,0.7645,0.79283,0.57583,0.667,0.71783,0.5035,0.67133,0.77046
PNG,0.0,-0.16717,0.071,-0.20633,-0.1485,-0.15742,-0.04142,-0.145,0.14375,-0.07925,-0.13275,-0.36025,-0.04383,-0.12192,0.00625,-0.55925,-0.11242,-0.25925,-0.10908,0.10417,0.17517,-0.02983,-0.30808,0.20533,-0.0075,0.04408,-0.22942,-0.12533,0.14892,0.1115,0.15158,0.27675,-0.076,0.37658,0.14992,0.1285,0.28133,0.35733,0.57317,0.29842,0.34317,0.13258,0.2375,0.08017,0.10125,0.39042,0.44875,0.17392,0.82617,0.32625,0.34842,0.46108,0.50275,0.47325,0.31533,0.44017,0.14542,0.28908,0.18233,0.18958,0.74842,0.23625,0.25,0.47554
POL,0.0,0.22975,-1.07517,-0.03258,-1.10267,-0.72925,-2.0715,0.15325,-0.604,0.148,-0.24992,0.41025,-1.14033,-1.392,-0.87367,-1.68517,0.03658,0.41442,-0.20117,-1.47125,-1.3055,-0.26192,-0.35183,-0.21358,0.37083,0.75567,-0.984,0.00825,-1.00783,-0.92425,-1.43667,-0.28292,0.28642,0.787,-0.22175,-1.33492,-0.668,-1.55233,0.15333,1.29633,1.10458,-0.18242,0.68642,-0.296,0.79392,0.13517,-1.35858,-0.14642,0.18808,0.90792,1.49508,0.20675,1.04408,0.258,0.26342,0.29142,0.67283,1.291,1.34208,0.52583,-0.50567,0.82458,0.41067,1.13079
PRI,0.0,0.48675,0.66858,0.67742,0.35625,0.35758,0.26258,0.6765,0.98208,0.80675,0.95708,0.57875,0.54875,0.82892,0.68458,0.2685,0.518,0.24592,0.31067,0.887,0.58917,0.25358,0.46217,0.60808,0.17125,0.23858,0.17683,0.66967,0.73142,0.62992,1.09142,1.036,0.64133,1.08575,0.53592,0.47875,0.58625,1.185,0.85308,0.50908,0.83142,0.77133,0.79083,0.9065,1.02175,1.14825,0.75017,1.20767,1.52475,0.94425,0.67817,1.16192,1.37367,1.40233,0.99117,1.32133,1.34392,1.5095,0.99,1.22967,1.52992,1.1125,1.36125,1.17489
PRK,0.0,-0.09517,-0.48192,-0.52658,-0.41667,0.107,-1.436,-0.98242,-0.02633,0.43833,0.26233,0.4755,-0.23508,-0.52892,-0.16225,-0.65933,-0.52317,-0.37833,-0.23417,-1.10242,-0.61858,-0.52242,-0.2635,0.06458,-0.75,0.48525,-0.59533,0.02067,0.18608,0.39217,-0.833,-0.62183,0.37075,0.16208,-0.54733,-0.48775,-0.64367,-0.10858,0.13,0.97833,0.95358,0.3115,0.37683,0.04858,1.04992,0.28692,0.04058,0.64483,1.52583,1.05517,0.2995,0.50158,0.70025,0.82883,1.2185,0.083,0.71483,1.28567,1.07442,0.56425,0.13642,0.14817,-0.11158,1.266
PRT,0.0,-0.59667,-0.29408,0.2085,-0.47033,0.6595,-1.21317,-0.34442,-0.16167,-0.02192,-0.24408,0.63408,-0.13508,-0.4415,0.05342,-0.34842,-0.07083,-0.36642,-0.13817,-0.65308,-0.30683,-0.78908,-1.18808,-0.4515,-0.68283,-0.58867,-0.47525,-0.47842,-0.23942,-0.314,-0.22467,0.42942,0.00583,0.00392,-0.46183,0.08833,-0.33608,0.5395,0.03333,0.996,0.67667,0.16675,0.04525,-0.54592,0.24675,1.28133,0.23025,1.2015,0.57892,0.213,0.32692,0.34167,0.39708,0.74975,0.39775,0.47083,0.9365,0.175,0.20392,0.91742,0.61817,1.00033,0.32608,0.82317
PRY,0.0,-0.00517,-0.17975,0.40408,0.01208,-0.18825,-1.01817,-0.38242,-0.17575,0.101,-0.36117,0.57942,-0.53792,0.897,-0.336,0.04367,0.10808,0.48908,0.07333,0.25533,0.31658,-0.45467,0.34825,0.1545,-0.22183,-0.02533,-0.46967,0.71625,0.6475,-0.02617,0.16625,0.2575,0.37625,-0.23433,0.239,0.57992,0.68075,0.08842,0.10992,-0.06167,0.16542,0.68167,-0.34325,0.30025,1.03692,0.52975,-0.01917,0.97342,-0.01675,0.26358,0.19208,0.85425,1.325,0.82983,0.3705,0.38608,0.94258,0.29267,0.38433,0.75458,0.18142,0.5575,1.03175,-0.61625
